Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
1,0.369765515,0.387483646,0.412923604,0.532906211,0.532906211,0.994728504,0.792397444,0.804617527,0.303672929,0.776653611,0.003269738,0.002546271,0.434323914,0.000245025,0,0.147697105,0.147697105,0.147697105,0.192209511,0.313079154,0.001013355,0.075156746,0.151690894,0.021207904,0.847978114,0.689333181,0.689333181,0.217587448,5420000000,0.000366829,0.263577873,0.363082598,0.013703545,0.007838555,0.630540335,0.005313745,0.108655561,0.891344439,0.005160439,0.375031035,0.005365848,0.075146156,0.150697534,0.396121234,0.010494753,0.000403762,0.01563422,3530000000,983000000,0.010483871,0.001239663,0.374392257,0.014914226,0.782081463,0.138038759,0.201193901,0.07548088,0.009203663,0.014091937,0.028007302,0.32063427,0.277274026,0.011967853,0.23387432,0.733978351,0.32735002,0.040365835,0.872770124,0.001938263,0.053477014,0.000717795,0.000503523,0.59419376,0.000689198,0.671490161,0.572964842,0.23387432,0.32735002,0.123317461,0.631290809,0.456573227,0.493413326,0.312848797,0.021389236,0,0.70462502,0.000196676,0.623791355,0.532907123,0.83334467,0.278632809,0.026769312,0.565052036,1,0.03472942
1,0.448447326,0.463693851,0.486000321,0.594027011,0.594027011,0.998886587,0.797178491,0.809074182,0.303328267,0.781313693,8930000000,2840000000,0.464620082,0.000574057,0,0.152669504,0.152669504,0.152669504,0.189656802,0.323159086,0.022203064,0.087533588,0.153272577,0.021955484,0.847533496,0.688952542,0.688952542,0.217542036,5120000000,0.000445036,0.263264719,0.381859841,0.003080178,0.002303219,0.630170135,0.015737878,0.187592587,0.812407413,0.004878265,0.378416312,0.005365848,0.087522595,0.152824071,0.400747297,0.112443778,0.001150416,0.005499174,0.000197952,7940000000,0.045322581,0.007320476,0.390120079,0.011179852,0.693946502,0.167059083,0.237418557,0.010873748,0.002148231,0.000417783,0.137936522,0.347491356,0.276786974,0.002763797,0.699851784,0.72557505,0.336067037,0.008649397,0.909661538,0.001932823,0.027156104,6730000000,4930000000,0.593866666,952000000,0.671571038,0.761062902,0.699851784,0.336067037,0.116277679,0.641067129,0.459019918,0.605884657,0.314094871,0.089486662,0,0.748700177,0.001631394,0.62470774,0.594027393,0.834097653,0.286192814,0.026638653,0.56430859,1,0.018640915
1,0.201969483,0.200719581,0.228652497,0.590913677,0.590913677,0.998625335,0.796846197,0.808804413,0.303294187,0.78106471,0.000300655,5860000000,0.45239593,0.000280028,0,0.142598289,0.142598289,0.142598289,0.122340928,0.305934781,0.041381188,0.030534973,0.090381863,0.021884591,0.846451872,0.685862736,0.685862736,0.217219265,2620000000,0.00026514,0.260622732,0.333910808,0.009238661,0.00565948,0.630583143,0.017482377,0.194787919,0.805212081,0.005666138,0.380537842,0.005365848,0.030550263,0.089337154,0.420019212,0.236881559,0.000856218,0.007384605,0.000113115,0.001102974,0.055967742,0.032892205,0.355204541,0.003464557,0.824975696,0.518625809,0.779147972,0.065601159,0.00595091,0.002209984,0.157383058,0.319743437,0.277494679,0.008841542,0.770974307,0.740850339,0.338247123,0.005659997,0.838188848,0.0019317,0.161230348,8100000000,548000000,0.593937357,2080000000,0.671546723,0.144851325,0.770974307,0.338247123,0.122965531,0.538649242,0.44553612,0.433670256,0.286324208,0.031538791,0,0.51445251,0.002025634,0.623736709,0.590912389,0.80216209,0.287457823,0.02678227,0.565115664,1,0.01780831
1,0.377955443,0.366550371,0.430644039,0.593277505,0.593616224,0.998857007,0.795971747,0.808047055,0.301281802,0.780818253,0.000112052,0,0.446512837,0.000547055,0,0.17993342,0.17993342,0.17993342,0.177365983,0.306465304,0.011146906,0.089813533,0.111696919,0.021937516,0.847861298,0.688480668,0.688480668,0.216226336,5070000000,0.000390112,0.262259987,0.3599158,0.013320395,0.009391918,0.630420474,0.005296419,0.108443934,0.891556066,0.010164538,0.375752377,0.005365848,0.089835035,0.112698891,0.397523924,0.047976012,0.00042608,0.014857162,6170000000,0.000988743,0.016935484,0.070819441,0.367517695,0.014275118,0.80455494,0.305771125,0.357399284,0.148288356,0.011048447,0.015386139,0.050776373,0.320819164,0.27713837,0.006218473,0.434862463,0.735442971,0.328297235,0.017280698,0.887463919,0.001969218,0.072327145,0.000269894,0.000235905,0.594020645,0.000300869,0.671563944,0.043350686,0.434862463,0.328297235,0.120200814,0.63760247,0.458035669,0.494211678,0.313781123,0.021999126,0,0.68554781,0.004473786,0.624459577,0.593273612,0.831955636,0.278620179,0.026737198,0.564887266,1,0.034807971
1,0.270365134,0.183220672,0.291396756,0.604275069,0.604275069,0.998092546,0.795529058,0.807501008,0.302107687,0.780269901,0.001048245,1830000000,0.459954874,0.000443044,0,0.13640386,0.13640386,0.13640386,0.136806278,0.31470609,0.013460986,0.040794724,0.080289222,0.02197244,0.847600386,0.686708959,0.686708959,0.217377044,2800000000,0.000239063,0.25959935,0.360139339,0.003843358,0.001714937,0.630513623,0.03761114,0.239078514,0.760921486,0.005329849,0.401520523,0.005365848,0.04080968,0.079277581,0.413216099,0.070464768,0.000419993,0.015047584,7030000000,0.000378249,0.02516129,0.011509481,0.358641822,0.00387813,0.685899314,0.330474749,0.460013777,0.027859696,0.002708956,0.000686606,0.215306993,0.336930765,0.276670019,0.003285983,0.864131971,0.718337602,0.355118569,0.006339746,0.837567977,0.001975506,0.196534715,0.00018234,0.000133549,0.593846012,3060000000,0.67155574,0.13402504,0.864131971,0.355118569,0.124967581,0.623399763,0.457169489,0.536139783,0.305295272,0.072963853,0,0.503219421,0.001491817,0.623647838,0.604271234,0.770996109,0.302055638,0.026760263,0.565006653,1,0.013767926
1,0.434114951,0.462549062,0.480057819,0.623012727,0.623012727,0.998632614,0.79687428,0.808805976,0.303328025,0.781033552,0.000808415,0.000302558,0.486568867,0.000541054,0,0.156967679,0.156967679,0.156967679,0.19457313,0.331187664,0.00839421,0.082403713,0.154628305,0.022033962,0.848079837,0.689473613,0.689473613,0.217602331,3700000000,0.000389688,0.264257019,0.411329682,0.012484204,0.009433091,0.6302739,0.006178243,0.119267164,0.880732836,0.024232816,0.37362861,0.005365848,0.082352175,0.15364603,0.400885289,0.052473763,0.000243474,0.025962249,3420000000,0.000277635,0.019354839,0.008862712,0.382250514,0.000385124,0.809043853,0.386669443,0.4107257,0.000563903,0.011388844,479000000,0.06211808,0.378054486,0.277069218,0.003182124,0.486479295,0.7359678,0.328927817,0.014444939,0.892959364,0.002097061,0.069170813,0.000251372,0.00024239,0.594008262,93300000,0.671564623,0.011455274,0.486479295,0.328927817,0.120351703,0.636929373,0.458001269,0.709987828,0.313628328,0.023457564,0,0.742136914,0.000439615,0.623860401,0.623009271,0.835860911,0.279259676,0.026688879,0.564618457,1,0.03137522
1,0.387169112,0.431748801,0.431821832,0.604166967,0.604260655,0.998291981,0.796180641,0.808175821,0.302828675,0.780371515,0.000848309,4790000000,0.462907325,0.000523052,0,0.197252539,0.197252539,0.197252539,0.137751725,0.323017613,0.014428967,0.050240208,0.091511637,0.02202674,0.847471794,0.682268479,0.6784311,0.214113159,5420000000,0.000386219,0.262514861,0.380155359,0.008023688,0.007542231,0.630122533,0.011361585,0.164192641,0.835807359,0.005341278,0.382917713,0.005365848,0.052160177,0.109252696,0.397022868,0.034482759,0.000383472,0.016472758,0.00010146,6280000000,0.016612903,0.026314939,0.333325795,0.05225154,0.782837656,0.456953365,0.464654114,0.353707293,0.007687326,0.017331252,0.10805628,0.343524118,0.277088771,0.001224568,0.623239174,0.734906432,0.332568626,0.013872814,0.909487104,0.001997745,0.050615115,0.000516289,0.000514923,0.594006021,0.001033778,0.671653392,0.296431783,0.623239174,0.332568626,0.124576716,0.678825607,0.464862364,0.579814007,0.322062421,0.036185397,0,0.727138222,0.01992686,0.623828632,0.604161855,0.832901046,0.283018834,0.026654441,0.564409638,1,0.0218422
1,0.435236192,0.498855212,0.485786177,0.596556595,0.596578215,0.998961346,0.797314341,0.809251251,0.303409236,0.781504571,5530000000,883000000,0.462133984,0.000331033,0,0.183515233,0.183515233,0.183515233,0.192020422,0.32075405,0.084274846,0.095513395,0.147924983,0.022042432,0.847922765,0.686030636,0.686030636,0.217212263,628000000,0.000466372,0.263396819,0.38088186,0.008464248,0.004795461,0.629780414,0.013273876,0.175529824,0.824470176,0.008563709,0.37950895,0.006225017,0.095502141,0.149181811,0.40875884,0.242878561,0.001097664,0.005763886,0.000144069,0.004032133,0.076612903,0.147440624,0.39233622,0.004681954,0.810300431,0.62173579,0.750830906,0.091381522,0.006807159,0.002934288,0.165140301,0.342673897,0.277330713,0.004633046,0.898106742,0.737959959,0.336845125,0.000623165,0.923855785,0.002109382,0.031571916,0.000114123,9790000000,0.5939401,4040000000,0.671561487,0.031316116,0.898106742,0.336845125,0.11200925,0.611322489,0.454664646,0.576034235,0.307353696,0.034351748,0,0.773658527,0.01191286,0.623871099,0.59655269,0.837513374,0.284405591,0.026595947,0.564016693,1,0.020186449
1,0.46853215,0.52027911,0.519888645,0.601356318,0.601356318,0.998960537,0.797282108,0.809208025,0.303354853,0.781453483,0.000132751,1140000000,0.460530267,0.00060106,0,0.162066495,0.162066495,0.162066495,0.201002175,0.314564618,0.02723959,0.095187688,0.160352489,0.022069029,0.84791973,0.689202762,0.689202762,0.217562992,6580000000,0.000410899,0.263988935,0.372266309,0.004463637,0.003319455,0.625121231,0.025058591,0.217552982,0.782447018,0.00497287,0.391145492,0.005365848,0.095168303,0.159346957,0.408607452,0.083958021,0.000555933,0.011362113,0.000149419,8020000000,0.039677419,0.00709722,0.391929174,0.011368091,0.71770572,0.306712984,0.380118977,0.059089675,0.003540221,0.00201961,0.155117411,0.338888058,0.276613338,0.002741695,0.680072352,0.726869723,0.341448877,0.017401907,0.924267613,0.002130763,0.022965037,0.000181354,0.000150153,0.593872792,7780000000,0.671560459,0.530582098,0.680072352,0.341448877,0.134312954,0.63129629,0.457899036,0.552306123,0.310523083,0.063429205,0,0.78260733,0.001472478,0.622197996,0.6013526,0.837737108,0.292951936,0.025965398,0.547145946,1,0.015529951
1,0.356700629,0.397514174,0.398575941,0.622212773,0.622212773,0.998483327,0.796217025,0.808212276,0.30249223,0.780402533,0.000944981,0.00026894,0.455631883,0.00030003,0,0.155998483,0.155998483,0.155998483,0.187671362,0.314423145,0.005172648,0.083706539,0.148301574,0.022022678,0.847781433,0.687314542,0.687314542,0.217356808,5880000000,0.000374266,0.26199268,0.367003837,0.018887305,0.011230376,0.630532801,0.00475474,0.101127672,0.898872328,0.00587409,0.374748089,0.005365848,0.083671243,0.147258879,0.401626156,0.044977511,0.000229272,0.027531733,1720000000,0.000172481,0.01516129,0.011856117,0.373069356,0.011752763,0.882284914,0.479029865,0.706192744,0.088204991,0.012371559,0.006587117,0.070733637,0.32925334,0.277232248,0.017168267,0.654088596,0.740197118,0.329018352,0.003917637,0.904116027,0.002040778,0.074347296,0.000634705,0.000434741,0.594215833,0.000208483,0.671350817,0.182953637,0.654088596,0.329018352,0.11489208,0.521700489,0.429125233,0.526752008,0.297363067,0.015529779,0,0.713612518,0.000253047,0.623895154,0.622211331,0.834235117,0.27822763,0.026767101,0.565041019,1,0.037528346
1,0.280310047,0.289631487,0.301354462,0.588780467,0.588780467,0.998413652,0.796716157,0.808645442,0.303509782,0.780849973,0.000478273,5690000000,0.454435805,0.000311031,0,0.128439594,0.128439594,0.128439594,0.178973244,0.309365495,0.011162031,0.066769807,0.143255253,0.022208001,0.848067356,0.689488443,0.689488443,0.217603612,6610000000,0.000235245,0.265253203,0.328517939,0.003988755,0.003233989,0.630529034,0.094974421,0.271457508,0.728542492,0.005328013,0.431840397,0.005365848,0.066751348,0.142251716,0.443369242,0.133433283,0.000683757,0.00923588,0.00592613,0.000421369,0.053387097,0.00614544,0.38072409,0.001539591,0.6934686,0.465066354,0.451567808,0.028509584,0.004071237,0.00074065,0.204227848,0.32551567,0.276960359,0.000145454,0.720884018,0.705263005,0.387255088,0.013659963,0.816213466,0.00189519,0.07262913,0.000130891,0.000141159,0.593868967,2360000000,0.671543019,0.132290497,0.720884018,0.387255088,0.176968972,0.59707404,0.454912063,0.433371691,0.266153377,0.070482081,0,0.653609848,8140000000,0.623637813,0.588776751,0.765376783,0.343656633,0.026764453,0.565027767,1,0.011635087
1,0.475990835,0.491114261,0.528347342,0.590928091,0.590928091,0.998854696,0.797233135,0.809164539,0.303490446,0.781411097,7150000000,3740000000,0.464593241,0.000236024,0,0.161729384,0.161729384,0.161729384,0.192398601,0.325387282,0.032276117,0.079228076,0.152895986,0.021896143,0.847769257,0.688385075,0.688385075,0.217476754,5370000000,0.000391934,0.263299687,0.385035952,0.002336966,0.001395531,0.630017739,0.018736264,0.19941349,0.80058651,0.004908604,0.38968715,0.005365848,0.079258065,0.151866375,0.399604514,0.112443778,0.001404036,0.004506078,0.000165278,7560000000,0.044032258,0.00631582,0.389701725,0.010924007,0.681023823,0.107131877,0.178936604,0.033189001,0.001392615,0.00130795,0.134466702,0.34688171,0.276824059,0.002795653,0.641411133,0.723192053,0.336977272,0.041203057,0.925527391,0.001836622,0.012208591,4930000000,3010000000,0.593854155,2980000000,0.671565589,0.839608614,0.641411133,0.336977272,0.132625675,0.633271146,0.45803087,0.604523901,0.311827919,0.114762642,0,0.767818577,0.002796082,0.624232655,0.590928318,0.836078034,0.28836727,0.02662885,0.564244047,1,0.017304832
1,0.443816117,0.442651548,0.492692328,0.598170916,0.598170916,0.998893404,0.797112502,0.809050617,0.303198474,0.7813885,0.000148709,713000000,0.460047139,0.000379038,0,0.148497746,0.148497746,0.148497746,0.190318616,0.312902313,0.030763646,0.08557935,0.13873616,0.022223962,0.848023794,0.689135793,0.689135793,0.217588118,6590000000,0.000395801,0.263309012,0.369565217,0.004736959,0.003786088,0.63029753,0.029686574,0.227106449,0.772893551,0.004991835,0.388641483,0.005708906,0.085560278,0.139288138,0.4162077,0.131934033,0.000732452,0.008641559,0.00014961,0.000184585,0.061935484,0.008354508,0.390063544,0.004963635,0.715258386,0.448706066,0.533157907,0.022803309,0.003912111,0.000590605,0.204852408,0.337165921,0.276572174,0.002487101,0.864796043,0.725762124,0.349056382,0.003816297,0.904120144,0.002064467,0.056269216,0.000158794,0.000137562,0.59388606,1900000000,0.67156532,0.310263249,0.864796043,0.349056382,0.119052159,0.632122306,0.458049398,0.539246666,0.310303556,0.05997421,0,0.741433925,0.003216972,0.622685811,0.598166628,0.829357204,0.296308421,0.026701973,0.564693954,1,0.014707663
1,0.448788573,0.508068033,0.499705552,0.602098618,0.602098618,0.998941819,0.797297187,0.809228857,0.303420112,0.781478185,0.000163394,6880000000,0.460545365,0.00029503,0,0.143946736,0.143946736,0.143946736,0.203365794,0.315625663,0.028903308,0.092663464,0.161331626,0.022312396,0.848138398,0.689642753,0.689642753,0.217621222,5810000000,0.000391509,0.265449798,0.372433963,0.004117928,0.002791062,0.629534869,0.035065065,0.235692475,0.764307525,0.004949205,0.394653789,0.005365848,0.092652303,0.160319735,0.409330902,0.128935532,0.001643452,0.003849422,974000000,0.000122553,0.070322581,0.025512977,0.390334909,0.026405666,0.709962489,0.231764539,0.352481195,0.058749524,0.002652604,0.002005477,0.155311872,0.339047094,0.276532802,0.004139934,0.628254521,0.723859836,0.345931646,0.022073037,0.899359271,0.002151248,0.037046328,9740000000,6530000000,0.593882704,4770000000,0.671566473,0.556333975,0.628254521,0.345931646,0.146502638,0.633645734,0.458259738,0.552508309,0.310398752,0.068414317,0,0.778876532,0.000771615,0.62334948,0.602093939,0.836233402,0.300208757,0.026522181,0.563437963,1,0.014023772
1,0.207721932,0.236862189,0.237271803,0.599360037,0.599360037,0.998834013,0.79664588,0.808621226,0.302507699,0.780830464,0.000227457,3960000000,0.457839511,0.000161016,0,0.126838313,0.126838313,0.126838313,0.101824714,0.302291858,0.034438949,0.074912466,0.07614672,0.022064114,0.84745876,0.681502902,0.681502902,0.216712713,5140000000,0.000204177,0.259956796,0.206484483,0.003704825,0.001892732,0.630575609,0.508689665,0.292590017,0.707409983,0.004729322,0.734610799,0.042676343,0.075325289,0.079888395,0.707444706,0.154422789,0.001000274,0.006325758,7170000000,0.000230732,0.079193548,0.021438538,0.382895005,0.01173517,0.65373181,0.384783435,0.627396239,0.033725147,0.002208928,0.000591447,0.302764902,0.330027581,0.276607746,0.004219088,0.998102021,0.507148782,0.775889787,0,0.871284437,0.002023587,0.157324018,0.000141706,8750000000,0.5938545,2160000000,0.671566733,0.372397486,0.998102021,0.775889787,0.110933234,0.631705663,0.458282634,0.465452563,0.255683867,0.07549491,0,0.605901563,0.001826761,0.623287989,0.599359613,0.344652473,0.643691826,0.026780635,0.565107723,1,0.010493966
1,0.462145956,0.524531182,0.511055196,0.598898802,0.598898802,0.998992659,0.797369816,0.809302158,0.303440657,0.781545273,6110000000,1550000000,0.462145727,0.000141014,0,0.175340272,0.175340272,0.175340272,0.211118465,0.318879536,0.039535974,0.10113183,0.168486857,0.022027893,0.847955798,0.689107314,0.68906109,0.217554089,6070000000,0.000433832,0.263403812,0.378404307,0.01278748,0.00989099,0.629506103,0.009071759,0.147474076,0.852525924,0.006752814,0.375384436,0.006568075,0.100981973,0.167528844,0.407968404,0.16041979,0.000515354,0.012293728,0.000132031,0.000869216,0.043548387,0.073457398,0.399798738,0.010043178,0.857700941,0.615320783,0.741154453,0.075123094,0.010271893,0.003648236,0.109029376,0.342256768,0.277168915,0.006847581,0.699973105,0.740729067,0.331908127,0.006191312,0.931435729,0.002219463,0.020120993,0.000175075,0.000149058,0.593982896,4950000000,0.671577792,0.090455376,0.699973105,0.331908127,0.119518755,0.653706909,0.461136751,0.572247279,0.316566961,0.022906914,0,0.794709373,0.002158427,0.624462957,0.598894418,0.839926192,0.281358331,0.026298265,0.560753795,1,0.02472961
1,0.414712621,0.471761884,0.462283848,0.593738739,0.593767567,0.998906114,0.797270902,0.809204119,0.303448874,0.781454185,6550000000,1410000000,0.461971264,0.00020102,0,0.1536387,0.1536387,0.1536387,0.186064101,0.319551531,0.057761241,0.080530901,0.147247119,0.022019802,0.848017477,0.68932389,0.68932389,0.21758107,6530000000,0.000364509,0.26377369,0.381030886,0.007367216,0.006013822,0.630282462,0.026290592,0.220334371,0.779665629,0.006439272,0.392807376,0.005365848,0.080520136,0.146233316,0.419653467,0.220389805,0.000811581,0.007792773,0.000145598,0.001744484,0.082903226,0.108391228,0.37226657,0.007499109,0.789640131,0.632016791,0.759856871,0.074709551,0.005961804,0.002074163,0.191073597,0.342116271,0.277515452,0.003984542,0.83040061,0.738160183,0.345657443,0.004578318,0.919175339,0.001986518,0.02584575,0.000131333,0.000112764,0.593933268,3700000000,0.6715679,0.060929543,0.83040061,0.345657443,0.123554926,0.631449071,0.457933922,0.574961815,0.310432885,0.039306536,0,0.75910533,0.007835782,0.623715074,0.593734757,0.833450082,0.293845647,0.026696218,0.564661022,1,0.015282869
1,0.519767952,0.538050589,0.558059853,0.622594733,0.622594733,0.999065916,0.797429579,0.809327677,0.303391833,0.781586957,0.000367955,5010000000,0.465973847,0.000349035,0.558761008,0.174876744,0.174876744,0.174876744,0.215940248,0.322840772,0.015033955,0.102597508,0.172629359,0.022060938,0.847965939,0.689149181,0.689149181,0.217564296,7380000000,0.000447532,0.263509492,0.386023248,0.009034605,0.005021292,0.632316338,0.004482076,0.097197448,0.902802552,0.005325371,0.373542497,0.005365848,0.102561597,0.171631099,0.396874158,0.088455772,0.000568107,0.011123872,0.00142808,0.000120283,0.022580645,0.018448071,0.398407996,0.017720725,0.792863313,0.4748412,0.459619118,0.100335429,0.009078699,0.005572811,0.095270705,0.353341678,0.276990097,0.00024316,0.91988636,0.734524723,0.32992766,0.001824611,0.937486817,0.002241921,0.041186918,0.000216589,0.000230434,0.593967324,0.000129252,0.671564092,0.325313394,0.91988636,0.32992766,0.112116071,0.63468823,0.457145967,0.60509745,0.313419599,0.032234203,0,0.79883476,0.000317581,0.623976804,0.622592283,0.840239861,0.278029347,0.027053408,0.566160243,1,0.039144944
1,0.392775313,0.432239424,0.432946089,0.586921114,0.586921114,0.998775546,0.797126475,0.809068193,0.303469902,0.781325062,8640000000,6600000000,0.461523364,0.000216022,0,0.120180355,0.120180355,0.120180355,0.115060981,0.319021009,0.093243795,0.01481964,0.084883633,0.020457211,0.848061909,0.689515335,0.689515335,0.217608035,4220000000,0.000164924,0.264689061,0.422683581,0.005246161,0.00287029,0.630306434,0.378620086,0.30537836,0.69462164,0.004128852,0,0.005365848,0.014786588,0.083787045,0,0.157421289,0.000527528,0.011999129,8220000000,0.003739368,0.235483871,0.118564106,0.318841727,0.001901241,0.72005772,0.555110987,0.885584805,0.093115267,0.003185487,0.001606908,0.307686354,0.341056489,0.275377813,0.005676092,0.972028805,0.782321875,0,0,0.907144499,0.001883429,0.036071948,0.00018423,0.000116286,0.593897458,5400000000,0.671541836,0.012076354,0.972028805,0,0.110933234,0.574913718,0.453512155,0.568591012,0.569230676,0.054444871,1,0.722761256,0.002417803,0.622734311,0.586922849,0.976180495,0,0.026702754,0.564698392,1,0.009879211
1,0.27772632,0.314707806,0.307350501,0.596621456,0.596650283,0.998975674,0.797176416,0.809113241,0.303138291,0.78136043,4210000000,968000000,0.452860606,0.000220022,0,0.102397708,0.102397708,0.102397708,0,0.208460069,0.235975619,0.111798713,0,0.022067385,0.847970997,0.686572048,0.686572048,0.217274781,6290000000,0.000121752,0.260527154,1,0.005096396,0.003948286,0.630492048,0.103997848,0.326934123,0.673065877,0.004170954,0.270742793,0.005365848,0.111363525,0,0.283785467,0.410794603,0.000982013,0.006443597,0.000239797,0.004177381,0.396129032,0.128334533,0.398374076,0.003905976,0.709947916,0.806118194,0.943632684,0.027731186,0.004261677,0.000437196,0.336844125,0.31518342,0.276394388,0.002511576,0.995158051,0.749178726,0.234390635,0,0.888249444,0.002016521,0.104957435,81000000,7280000000,0.593904212,728000000,0.671570632,0.050610983,0.995158051,0.234390635,0.110933234,0.634720333,0.4586242,0.299383065,0.322466292,0.055965835,1,0.664813926,0.003231135,0.623270282,0.596618609,0.902744139,0.199162103,0.026754635,0.564978021,1,0.00894979
1,0.310973529,0.353576101,0.343219658,0.603532769,0.603503942,0.998950485,0.796278724,0.808239357,0.301622597,0.78042948,0.000177271,6660000000,0.447002676,0.000185019,0,0.153133033,0.153133033,0.153133033,0.162049731,0.308162977,0.010375546,0.094699129,0.125103563,0.022128401,0.847749953,0.688011332,0.688011332,0.217436127,4910000000,0.000354502,0.261029132,0.357522074,0.014632716,0.014100042,0.630515678,0.011770124,0.166792635,0.833207365,0.00655084,0.382900938,0.005750341,0.094728614,0.130578388,0.400838399,0.059970015,0.000539702,0.011709654,0.002979593,0.000256453,0.021935484,0.053728537,0.390131386,0.024966352,0.82198548,0.458480238,0.441517917,0.059057317,0.014694059,0.005458071,0.05706439,0.326455555,0.276979238,0.000196073,0.31754961,0.738658573,0.329625937,0.026834984,0.89368244,0.002031046,0.101608468,0.00026224,0.000279194,0.594025463,9470000000,0.671513634,0.126392708,0.31754961,0.329625937,0.136528005,0.595618425,0.452021565,0.488193306,0.304490462,0.020039748,0,0.677637991,0.012765623,0.624306821,0.603529037,0.827521579,0.283315424,0.026761108,0.565010923,1,0.021443368
1,0.407058938,0.46265809,0.460784839,0.587353522,0.587353522,0.998698707,0.796952166,0.808944506,0.30332585,0.781165342,0.000170101,4350000000,0.462169212,0.000346035,0,0.166111837,0.166111837,0.166111837,0.171031483,0.320365,0.02444152,0.065385555,0.132786021,0.020058531,0.847930141,0.689017723,0.689007653,0.217560689,4730000000,0.000359892,0.26343334,0.381319623,0.003987507,0.002765485,0.630221504,0.018842047,0.19977628,0.80022372,0.005141612,0.387646142,0.005365848,0.066091814,0.132192142,0.404809337,0.071964018,0.00040782,0.015517234,9990000000,0.000131631,0.030322581,0.014687954,0.379118518,0.012281541,0.700799513,0.31884471,0.392238352,0.042245318,0.003193911,0.00126024,0.177791919,0.342659142,0.276735052,0.002406754,0.851039907,0.725651894,0.340503754,0.006518291,0.913453605,0.002010695,0.037607622,0.000190195,0.000158533,0.593850426,5640000000,0.671563399,0.273457169,0.851039907,0.340503754,0.11832869,0.634299875,0.458165348,0.577491444,0.312110337,0.070500468,0,0.747669271,0.006222094,0.622723842,0.587351616,0.833213796,0.288444098,0.026691884,0.564635963,1,0.017265348
1,0.431043728,0.445976886,0.480218427,0.578647718,0.578647718,0.998496153,0.796745762,0.80870989,0.303388933,0.780953552,0.000233123,691000000,0.458228697,0.000360036,0,0.162951414,0.162951414,0.162951414,0.146733478,0.311275377,0.024880137,0.04136471,0.113127966,0.021740325,0.844743394,0.686211693,0.686211693,0.21724711,5860000000,0.000327975,0.263063462,0.371781975,0.006584067,0.004686289,0.630095478,0.034198743,0.234452943,0.765547057,0.005023231,0.406753332,0.005365848,0.041338935,0.112065455,0.406977009,0.055472264,0.00060057,0.010513327,0.000102797,401000000,0.029516129,0.013066404,0.371712535,0.040757889,0.756788073,0.190360569,0.238890849,0.015793302,0.005139584,0.001227629,0.067938223,0.337989594,0.278199583,0.004084635,0.268151471,0.733145879,0.33467418,0.074525236,0.906835807,0.001777586,0.021422778,0.000162169,0.000133251,0.593925946,2950000000,0.67155454,0.727644219,0.268151471,0.33467418,0.191477936,0.630645779,0.457924875,0.544629315,0.309159758,0.043812551,0,0.739197981,0.009916654,0.623858548,0.57864353,0.827630444,0.299580589,0.026661613,0.564454407,1,0.014119441
